2019-04-16 09:15:44,080 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jkali  -scope  package  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  /home/jan_gerling/astor/defect4j_tests/math_58/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-16 09:15:55,643 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//bin//default from 259 classes with test cases
2019-04-16 09:15:55,646 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-16 09:15:57,607 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./examples/libs/junit-4.4.jar, /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//bin//default]
2019-04-16 09:20:20,327 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.util.FastMathTest#checkMissingFastMathClasses
2019-04-16 09:20:20,334 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.optimization.fitting.GaussianFitterTest#testMath519
2019-04-16 09:20:20,339 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:2354, fails: 2, GZoltar suspicious 19965
2019-04-16 09:20:20,389 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 2 with susp > 0.5, we consider: 2
2019-04-16 09:20:20,415 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//src//default, compliance level: 8
2019-04-16 09:20:42,574 INFO main - 
---- Initial suspicious size: 0
2019-04-16 09:20:42,678 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 51, file ConvergenceException.java
2019-04-16 09:20:42,753 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 169, file MathException.java
2019-04-16 09:20:42,755 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 168, file MathException.java
2019-04-16 09:20:42,756 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 171, file MathException.java
2019-04-16 09:20:42,758 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 177, file MathException.java
2019-04-16 09:20:42,758 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 183, file MathException.java
2019-04-16 09:20:42,760 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 191, file MathException.java
2019-04-16 09:20:42,767 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 202, file MathException.java
2019-04-16 09:20:42,768 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 203, file MathException.java
2019-04-16 09:20:42,769 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 205, file MathException.java
2019-04-16 09:20:42,769 INFO main - --ModificationPoint:CtSynchronizedImpl, suspValue 0.0, line 201, file MathException.java
2019-04-16 09:20:42,910 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 65, file MathRuntimeException.java
2019-04-16 09:20:42,911 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 77, file MathRuntimeException.java
2019-04-16 09:20:42,917 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 78, file MathRuntimeException.java
2019-04-16 09:20:42,918 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 90, file MathRuntimeException.java
2019-04-16 09:20:42,919 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 91, file MathRuntimeException.java
2019-04-16 09:20:42,919 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 107, file MathRuntimeException.java
2019-04-16 09:20:42,920 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 123, file MathRuntimeException.java
2019-04-16 09:20:42,930 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 124, file MathRuntimeException.java
2019-04-16 09:20:42,930 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 137, file MathRuntimeException.java
2019-04-16 09:20:42,931 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 147, file MathRuntimeException.java
2019-04-16 09:20:42,931 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 152, file MathRuntimeException.java
2019-04-16 09:20:42,932 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 157, file MathRuntimeException.java
2019-04-16 09:20:42,942 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 162, file MathRuntimeException.java
2019-04-16 09:20:42,943 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 173, file MathRuntimeException.java
2019-04-16 09:20:42,944 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 172, file MathRuntimeException.java
2019-04-16 09:20:42,944 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 175, file MathRuntimeException.java
2019-04-16 09:20:42,945 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 181, file MathRuntimeException.java
2019-04-16 09:20:42,946 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 187, file MathRuntimeException.java
2019-04-16 09:20:42,957 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 195, file MathRuntimeException.java
2019-04-16 09:20:42,958 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 206, file MathRuntimeException.java
2019-04-16 09:20:42,958 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 207, file MathRuntimeException.java
2019-04-16 09:20:42,959 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 209, file MathRuntimeException.java
2019-04-16 09:20:42,959 INFO main - --ModificationPoint:CtSynchronizedImpl, suspValue 0.0, line 205, file MathRuntimeException.java
2019-04-16 09:20:42,960 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 224, file MathRuntimeException.java
2019-04-16 09:20:43,482 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 245, file MathRuntimeException.java
2019-04-16 09:20:43,736 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 251, file MathRuntimeException.java
2019-04-16 09:20:43,740 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 237, file MathRuntimeException.java
2019-04-16 09:20:43,742 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 268, file MathRuntimeException.java
2019-04-16 09:20:43,759 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 289, file MathRuntimeException.java
2019-04-16 09:20:43,768 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 295, file MathRuntimeException.java
2019-04-16 09:20:43,769 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 281, file MathRuntimeException.java
2019-04-16 09:20:43,769 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 312, file MathRuntimeException.java
2019-04-16 09:20:43,787 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 333, file MathRuntimeException.java
2019-04-16 09:20:43,791 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 339, file MathRuntimeException.java
2019-04-16 09:20:43,792 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 325, file MathRuntimeException.java
2019-04-16 09:20:43,792 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 357, file MathRuntimeException.java
2019-04-16 09:20:43,797 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 358, file MathRuntimeException.java
2019-04-16 09:20:43,798 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 359, file MathRuntimeException.java
2019-04-16 09:20:43,799 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 373, file MathRuntimeException.java
2019-04-16 09:20:43,803 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 394, file MathRuntimeException.java
2019-04-16 09:20:43,821 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 400, file MathRuntimeException.java
2019-04-16 09:20:43,822 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 386, file MathRuntimeException.java
2019-04-16 09:20:43,823 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 414, file MathRuntimeException.java
2019-04-16 09:20:43,824 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 415, file MathRuntimeException.java
2019-04-16 09:20:43,824 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 416, file MathRuntimeException.java
2019-04-16 09:20:43,825 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 430, file MathRuntimeException.java
2019-04-16 09:20:43,830 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 451, file MathRuntimeException.java
2019-04-16 09:20:43,850 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 457, file MathRuntimeException.java
2019-04-16 09:20:43,851 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 443, file MathRuntimeException.java
2019-04-16 09:20:43,852 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 474, file MathRuntimeException.java
2019-04-16 09:20:43,869 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 495, file MathRuntimeException.java
2019-04-16 09:20:43,873 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 501, file MathRuntimeException.java
2019-04-16 09:20:43,874 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 487, file MathRuntimeException.java
2019-04-16 09:20:43,874 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 518, file MathRuntimeException.java
2019-04-16 09:20:43,898 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 539, file MathRuntimeException.java
2019-04-16 09:20:43,902 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 545, file MathRuntimeException.java
2019-04-16 09:20:43,903 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 531, file MathRuntimeException.java
2019-04-16 09:20:43,925 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 572, file MathRuntimeException.java
2019-04-16 09:20:43,928 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 578, file MathRuntimeException.java
2019-04-16 09:20:43,949 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 564, file MathRuntimeException.java
2019-04-16 09:20:43,950 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 595, file MathRuntimeException.java
2019-04-16 09:20:43,954 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 618, file MathRuntimeException.java
2019-04-16 09:20:43,973 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 624, file MathRuntimeException.java
2019-04-16 09:20:43,974 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 610, file MathRuntimeException.java
2019-04-16 09:20:43,974 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 644, file MathRuntimeException.java
2019-04-16 09:20:43,985 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 668, file MathRuntimeException.java
2019-04-16 09:20:43,989 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 674, file MathRuntimeException.java
2019-04-16 09:20:43,989 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 660, file MathRuntimeException.java
2019-04-16 09:20:43,990 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 686, file MathRuntimeException.java
2019-04-16 09:20:44,008 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 696, file MathRuntimeException.java
2019-04-16 09:20:44,012 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 702, file MathRuntimeException.java
2019-04-16 09:20:44,013 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 688, file MathRuntimeException.java
2019-04-16 09:20:44,016 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 46, file MaxEvaluationsExceededException.java
2019-04-16 09:20:44,016 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 60, file MaxEvaluationsExceededException.java
2019-04-16 09:20:44,045 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 74, file MaxEvaluationsExceededException.java
2019-04-16 09:20:44,046 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 81, file MaxEvaluationsExceededException.java
2019-04-16 09:20:44,067 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 44, file FunctionUtils.java
2019-04-16 09:20:44,068 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 46, file FunctionUtils.java
2019-04-16 09:20:44,068 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 45, file FunctionUtils.java
2019-04-16 09:20:44,068 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 48, file FunctionUtils.java
2019-04-16 09:20:44,068 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 41, file FunctionUtils.java
2019-04-16 09:20:44,083 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 63, file FunctionUtils.java
2019-04-16 09:20:44,084 INFO main - --ModificationPoint:CtOperatorAssignmentImpl, suspValue 0.0, line 65, file FunctionUtils.java
2019-04-16 09:20:44,084 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 64, file FunctionUtils.java
2019-04-16 09:20:44,084 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 60, file FunctionUtils.java
2019-04-16 09:20:44,084 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 82, file FunctionUtils.java
2019-04-16 09:20:44,084 INFO main - --ModificationPoint:CtOperatorAssignmentImpl, suspValue 0.0, line 84, file FunctionUtils.java
2019-04-16 09:20:44,084 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 83, file FunctionUtils.java
2019-04-16 09:20:44,085 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 79, file FunctionUtils.java
2019-04-16 09:20:44,085 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 105, file FunctionUtils.java
2019-04-16 09:20:44,092 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 102, file FunctionUtils.java
2019-04-16 09:20:44,093 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 124, file FunctionUtils.java
2019-04-16 09:20:44,093 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 126, file FunctionUtils.java
2019-04-16 09:20:44,093 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 125, file FunctionUtils.java
2019-04-16 09:20:44,094 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 128, file FunctionUtils.java
2019-04-16 09:20:44,094 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 121, file FunctionUtils.java
2019-04-16 09:20:44,094 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 142, file FunctionUtils.java
2019-04-16 09:20:44,094 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 157, file FunctionUtils.java
2019-04-16 09:20:44,094 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 154, file FunctionUtils.java
2019-04-16 09:20:44,094 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 173, file FunctionUtils.java
2019-04-16 09:20:44,094 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 170, file FunctionUtils.java
2019-04-16 09:20:44,096 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Abs.java
2019-04-16 09:20:44,097 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Acos.java
2019-04-16 09:20:44,098 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Acosh.java
2019-04-16 09:20:44,099 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 31, file Add.java
2019-04-16 09:20:44,100 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Asin.java
2019-04-16 09:20:44,109 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Asinh.java
2019-04-16 09:20:44,110 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Atan.java
2019-04-16 09:20:44,111 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Atan2.java
2019-04-16 09:20:44,112 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Atanh.java
2019-04-16 09:20:44,114 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Cbrt.java
2019-04-16 09:20:44,115 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Ceil.java
2019-04-16 09:20:44,116 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 36, file Constant.java
2019-04-16 09:20:44,116 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 41, file Constant.java
2019-04-16 09:20:44,134 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Cos.java
2019-04-16 09:20:44,136 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Cosh.java
2019-04-16 09:20:44,137 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 31, file Divide.java
2019-04-16 09:20:44,138 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Exp.java
2019-04-16 09:20:44,139 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Expm1.java
2019-04-16 09:20:44,140 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Floor.java
2019-04-16 09:20:44,194 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 55, file Gaussian.java
2019-04-16 09:20:44,195 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 54, file Gaussian.java
2019-04-16 09:20:44,195 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 58, file Gaussian.java
2019-04-16 09:20:44,195 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 59, file Gaussian.java
2019-04-16 09:20:44,195 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 60, file Gaussian.java
2019-04-16 09:20:44,196 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 72, file Gaussian.java
2019-04-16 09:20:44,196 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 79, file Gaussian.java
2019-04-16 09:20:44,196 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 84, file Gaussian.java
2019-04-16 09:20:44,196 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 92, file Gaussian.java
2019-04-16 09:20:44,196 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 93, file Gaussian.java
2019-04-16 09:20:44,205 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 97, file Gaussian.java
2019-04-16 09:20:44,205 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 99, file Gaussian.java
2019-04-16 09:20:44,205 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 95, file Gaussian.java
2019-04-16 09:20:44,205 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 89, file Gaussian.java
2019-04-16 09:20:44,206 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 128, file Gaussian.java
2019-04-16 09:20:44,206 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 130, file Gaussian.java
2019-04-16 09:20:44,206 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 131, file Gaussian.java
2019-04-16 09:20:44,206 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 132, file Gaussian.java
2019-04-16 09:20:44,206 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 150, file Gaussian.java
2019-04-16 09:20:44,206 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 152, file Gaussian.java
2019-04-16 09:20:44,206 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 153, file Gaussian.java
2019-04-16 09:20:44,206 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 154, file Gaussian.java
2019-04-16 09:20:44,206 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 155, file Gaussian.java
2019-04-16 09:20:44,207 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 157, file Gaussian.java
2019-04-16 09:20:44,207 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 158, file Gaussian.java
2019-04-16 09:20:44,207 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 159, file Gaussian.java
2019-04-16 09:20:44,207 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 161, file Gaussian.java
2019-04-16 09:20:44,207 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 177, file Gaussian.java
2019-04-16 09:20:44,207 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 176, file Gaussian.java
2019-04-16 09:20:44,207 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 180, file Gaussian.java
2019-04-16 09:20:44,207 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 179, file Gaussian.java
2019-04-16 09:20:44,207 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 183, file Gaussian.java
2019-04-16 09:20:44,208 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 182, file Gaussian.java
2019-04-16 09:20:44,208 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 197, file Gaussian.java
2019-04-16 09:20:44,233 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 52, file HarmonicOscillator.java
2019-04-16 09:20:44,235 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 53, file HarmonicOscillator.java
2019-04-16 09:20:44,235 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 54, file HarmonicOscillator.java
2019-04-16 09:20:44,236 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 59, file HarmonicOscillator.java
2019-04-16 09:20:44,236 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 67, file HarmonicOscillator.java
2019-04-16 09:20:44,236 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 64, file HarmonicOscillator.java
2019-04-16 09:20:44,236 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 94, file HarmonicOscillator.java
2019-04-16 09:20:44,236 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 95, file HarmonicOscillator.java
2019-04-16 09:20:44,236 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 112, file HarmonicOscillator.java
2019-04-16 09:20:44,236 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 114, file HarmonicOscillator.java
2019-04-16 09:20:44,237 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 115, file HarmonicOscillator.java
2019-04-16 09:20:44,237 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 116, file HarmonicOscillator.java
