2019-04-15 20:28:33,707 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jkali  -scope  package  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  /home/jan_gerling/astor/defect4j_tests/math_51/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-15 20:28:43,851 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_51//bin//default from 285 classes with test cases
2019-04-15 20:28:43,853 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-15 20:28:44,499 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./outputMutation/AstorMain-math_51//bin//default, /home/jan_gerling/astor/./examples/libs/junit-4.4.jar]
2019-04-15 20:30:49,861 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest#testIssue631
2019-04-15 20:30:49,867 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.util.FastMathTest#checkMissingFastMathClasses
2019-04-15 20:30:49,877 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:2941, fails: 2, GZoltar suspicious 24199
2019-04-15 20:30:49,894 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 2 with susp > 0.5, we consider: 2
2019-04-15 20:30:49,904 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_51//src//default, compliance level: 8
2019-04-15 20:31:00,384 INFO main - 
---- Initial suspicious size: 0
2019-04-15 20:31:00,415 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 48, file MathConfigurationException.java
2019-04-15 20:31:00,427 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 174, file MathException.java
2019-04-15 20:31:00,428 INFO main - --ModificationPoint:CtSynchronizedImpl, suspValue 0.0, line 170, file MathException.java
2019-04-15 20:31:00,446 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 67, file MathRuntimeException.java
2019-04-15 20:31:00,447 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 68, file MathRuntimeException.java
2019-04-15 20:31:00,447 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 80, file MathRuntimeException.java
2019-04-15 20:31:00,447 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 81, file MathRuntimeException.java
2019-04-15 20:31:00,448 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 97, file MathRuntimeException.java
2019-04-15 20:31:00,448 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 98, file MathRuntimeException.java
2019-04-15 20:31:00,449 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 104, file MathRuntimeException.java
2019-04-15 20:31:00,449 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 132, file MathRuntimeException.java
2019-04-15 20:31:00,450 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 143, file MathRuntimeException.java
2019-04-15 20:31:00,450 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 142, file MathRuntimeException.java
2019-04-15 20:31:00,450 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 145, file MathRuntimeException.java
2019-04-15 20:31:00,451 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 151, file MathRuntimeException.java
2019-04-15 20:31:00,451 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 157, file MathRuntimeException.java
2019-04-15 20:31:00,451 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 165, file MathRuntimeException.java
2019-04-15 20:31:00,452 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 176, file MathRuntimeException.java
2019-04-15 20:31:00,452 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 177, file MathRuntimeException.java
2019-04-15 20:31:00,453 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 179, file MathRuntimeException.java
2019-04-15 20:31:00,453 INFO main - --ModificationPoint:CtSynchronizedImpl, suspValue 0.0, line 175, file MathRuntimeException.java
2019-04-15 20:31:00,509 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 201, file MathRuntimeException.java
2019-04-15 20:31:00,513 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 207, file MathRuntimeException.java
2019-04-15 20:31:00,513 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 193, file MathRuntimeException.java
2019-04-15 20:31:00,517 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 231, file MathRuntimeException.java
2019-04-15 20:31:00,521 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 237, file MathRuntimeException.java
2019-04-15 20:31:00,522 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 223, file MathRuntimeException.java
2019-04-15 20:31:00,526 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 261, file MathRuntimeException.java
2019-04-15 20:31:00,530 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 267, file MathRuntimeException.java
2019-04-15 20:31:00,530 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 253, file MathRuntimeException.java
2019-04-15 20:31:00,530 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 285, file MathRuntimeException.java
2019-04-15 20:31:00,531 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 286, file MathRuntimeException.java
2019-04-15 20:31:00,531 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 287, file MathRuntimeException.java
2019-04-15 20:31:00,535 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 308, file MathRuntimeException.java
2019-04-15 20:31:00,539 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 314, file MathRuntimeException.java
2019-04-15 20:31:00,539 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 300, file MathRuntimeException.java
2019-04-15 20:31:00,539 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 328, file MathRuntimeException.java
2019-04-15 20:31:00,540 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 329, file MathRuntimeException.java
2019-04-15 20:31:00,540 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 330, file MathRuntimeException.java
2019-04-15 20:31:00,544 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 351, file MathRuntimeException.java
2019-04-15 20:31:00,548 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 357, file MathRuntimeException.java
2019-04-15 20:31:00,548 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 343, file MathRuntimeException.java
2019-04-15 20:31:00,554 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 381, file MathRuntimeException.java
2019-04-15 20:31:00,557 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 387, file MathRuntimeException.java
2019-04-15 20:31:00,558 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 373, file MathRuntimeException.java
2019-04-15 20:31:00,561 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 411, file MathRuntimeException.java
2019-04-15 20:31:00,565 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 417, file MathRuntimeException.java
2019-04-15 20:31:00,565 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 403, file MathRuntimeException.java
2019-04-15 20:31:00,569 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 444, file MathRuntimeException.java
2019-04-15 20:31:00,573 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 450, file MathRuntimeException.java
2019-04-15 20:31:00,573 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 436, file MathRuntimeException.java
2019-04-15 20:31:00,573 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 462, file MathRuntimeException.java
2019-04-15 20:31:00,577 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 472, file MathRuntimeException.java
2019-04-15 20:31:00,580 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 478, file MathRuntimeException.java
2019-04-15 20:31:00,581 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 464, file MathRuntimeException.java
2019-04-15 20:31:00,583 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 44, file MaxEvaluationsExceededException.java
2019-04-15 20:31:00,583 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 58, file MaxEvaluationsExceededException.java
2019-04-15 20:31:00,583 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 65, file MaxEvaluationsExceededException.java
2019-04-15 20:31:00,588 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 44, file FunctionUtils.java
2019-04-15 20:31:00,588 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 46, file FunctionUtils.java
2019-04-15 20:31:00,588 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 45, file FunctionUtils.java
2019-04-15 20:31:00,588 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 48, file FunctionUtils.java
2019-04-15 20:31:00,588 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 41, file FunctionUtils.java
2019-04-15 20:31:00,588 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 63, file FunctionUtils.java
2019-04-15 20:31:00,588 INFO main - --ModificationPoint:CtOperatorAssignmentImpl, suspValue 0.0, line 65, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 64, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 60, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 82, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtOperatorAssignmentImpl, suspValue 0.0, line 84, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 83, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 79, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 105, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 102, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 124, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 126, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 125, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 128, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 121, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 142, file FunctionUtils.java
2019-04-15 20:31:00,589 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 157, file FunctionUtils.java
2019-04-15 20:31:00,590 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 154, file FunctionUtils.java
2019-04-15 20:31:00,590 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 173, file FunctionUtils.java
2019-04-15 20:31:00,590 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 170, file FunctionUtils.java
2019-04-15 20:31:00,591 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Abs.java
2019-04-15 20:31:00,591 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Acos.java
2019-04-15 20:31:00,592 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Acosh.java
2019-04-15 20:31:00,593 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 31, file Add.java
2019-04-15 20:31:00,593 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Asin.java
2019-04-15 20:31:00,594 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Asinh.java
2019-04-15 20:31:00,595 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Atan.java
2019-04-15 20:31:00,595 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Atan2.java
2019-04-15 20:31:00,596 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Atanh.java
2019-04-15 20:31:00,598 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Cbrt.java
2019-04-15 20:31:00,598 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Ceil.java
2019-04-15 20:31:00,599 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 36, file Constant.java
2019-04-15 20:31:00,599 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 41, file Constant.java
2019-04-15 20:31:00,600 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Cos.java
2019-04-15 20:31:00,600 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Cosh.java
2019-04-15 20:31:00,601 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 31, file Divide.java
2019-04-15 20:31:00,602 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Exp.java
2019-04-15 20:31:00,602 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Expm1.java
2019-04-15 20:31:00,603 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Floor.java
2019-04-15 20:31:00,609 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 55, file Gaussian.java
2019-04-15 20:31:00,609 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 54, file Gaussian.java
2019-04-15 20:31:00,609 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 58, file Gaussian.java
2019-04-15 20:31:00,609 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 59, file Gaussian.java
2019-04-15 20:31:00,609 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 60, file Gaussian.java
2019-04-15 20:31:00,609 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 72, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 79, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 84, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 92, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 93, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 97, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 99, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 95, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 89, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 127, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 129, file Gaussian.java
2019-04-15 20:31:00,610 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 130, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 131, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 149, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 151, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 152, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 153, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 154, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 156, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 157, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 158, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 160, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 176, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 175, file Gaussian.java
2019-04-15 20:31:00,611 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 179, file Gaussian.java
2019-04-15 20:31:00,612 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 178, file Gaussian.java
2019-04-15 20:31:00,612 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 182, file Gaussian.java
2019-04-15 20:31:00,612 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 181, file Gaussian.java
2019-04-15 20:31:00,612 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 196, file Gaussian.java
2019-04-15 20:31:00,615 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 52, file HarmonicOscillator.java
2019-04-15 20:31:00,615 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 53, file HarmonicOscillator.java
2019-04-15 20:31:00,615 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 54, file HarmonicOscillator.java
2019-04-15 20:31:00,615 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 59, file HarmonicOscillator.java
2019-04-15 20:31:00,615 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 67, file HarmonicOscillator.java
2019-04-15 20:31:00,615 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 64, file HarmonicOscillator.java
2019-04-15 20:31:00,615 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 93, file HarmonicOscillator.java
2019-04-15 20:31:00,615 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 94, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 111, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 113, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 114, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 115, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 117, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 118, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 119, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 120, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 122, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 137, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 136, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 140, file HarmonicOscillator.java
2019-04-15 20:31:00,616 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 139, file HarmonicOscillator.java
2019-04-15 20:31:00,617 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 152, file HarmonicOscillator.java
2019-04-15 20:31:00,617 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 31, file Identity.java
2019-04-15 20:31:00,618 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 31, file Inverse.java
2019-04-15 20:31:00,618 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Log.java
2019-04-15 20:31:00,619 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Log10.java
2019-04-15 20:31:00,619 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Log1p.java
2019-04-15 20:31:00,626 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 69, file Logistic.java
2019-04-15 20:31:00,626 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 68, file Logistic.java
2019-04-15 20:31:00,626 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 72, file Logistic.java
2019-04-15 20:31:00,627 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 73, file Logistic.java
2019-04-15 20:31:00,627 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 74, file Logistic.java
2019-04-15 20:31:00,627 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 75, file Logistic.java
2019-04-15 20:31:00,627 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 76, file Logistic.java
2019-04-15 20:31:00,627 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 77, file Logistic.java
2019-04-15 20:31:00,628 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 82, file Logistic.java
2019-04-15 20:31:00,628 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 90, file Logistic.java
2019-04-15 20:31:00,628 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 93, file Logistic.java
2019-04-15 20:31:00,628 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 91, file Logistic.java
2019-04-15 20:31:00,628 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 95, file Logistic.java
2019-04-15 20:31:00,628 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 96, file Logistic.java
