2019-04-16 06:30:03,604 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jmutrepair  -scope  package  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  /home/jan_gerling/astor/defect4j_tests/math_53/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-16 06:30:04,398 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_53//bin//default from 279 classes with test cases
2019-04-16 06:30:04,400 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-16 06:30:05,066 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./examples/libs/junit-4.4.jar, /home/jan_gerling/astor/./outputMutation/AstorMain-math_53//bin//default]
2019-04-16 06:31:46,287 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.complex.ComplexTest#testAddNaN
2019-04-16 06:31:46,290 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.util.FastMathTest#checkMissingFastMathClasses
2019-04-16 06:31:46,297 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:2525, fails: 2, GZoltar suspicious 21879
2019-04-16 06:31:46,338 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 1000 with susp > 0.5, we consider: 1000
2019-04-16 06:31:46,349 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_53//src//default, compliance level: 8
2019-04-16 06:31:53,550 INFO main - 
---- Initial suspicious size: 1000
2019-04-16 06:31:53,585 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.complex.Complex, methodName=org.apache.commons.math.complex.Complex{add(Lorg/apache/commons/math/complex/Complex;)Lorg/apache/commons/math/complex/Complex; 0.0, lineNumber=152, susp=0.15811388300841897]
2019-04-16 06:31:53,670 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.Dfp, methodName=org.apache.commons.math.dfp.Dfp{round(I)I 0.0, lineNumber=1372, susp=0.0890870806374748]
2019-04-16 06:31:53,675 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.Dfp, methodName=org.apache.commons.math.dfp.Dfp{round(I)I 0.0, lineNumber=1373, susp=0.0890870806374748]
2019-04-16 06:31:53,679 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.Dfp, methodName=org.apache.commons.math.dfp.Dfp{round(I)I 0.0, lineNumber=1374, susp=0.0890870806374748]
2019-04-16 06:31:53,684 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.Dfp, methodName=org.apache.commons.math.dfp.Dfp{round(I)I 0.0, lineNumber=1375, susp=0.0890870806374748]
2019-04-16 06:31:53,689 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.Dfp, methodName=org.apache.commons.math.dfp.Dfp{round(I)I 0.0, lineNumber=1376, susp=0.0890870806374748]
2019-04-16 06:31:53,710 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.Dfp, methodName=org.apache.commons.math.dfp.Dfp{round(I)I 0.0, lineNumber=1400, susp=0.0890870806374748]
2019-04-16 06:31:53,714 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.Dfp, methodName=org.apache.commons.math.dfp.Dfp{round(I)I 0.0, lineNumber=1401, susp=0.0890870806374748]
2019-04-16 06:31:53,718 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.Dfp, methodName=org.apache.commons.math.dfp.Dfp{round(I)I 0.0, lineNumber=1404, susp=0.0890870806374748]
2019-04-16 06:31:53,726 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{getRadixDigits()I 0.0, lineNumber=248, susp=0.0890870806374748]
2019-04-16 06:31:53,729 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{getRoundingMode()Lorg/apache/commons/math/dfp/DfpField$RoundingMode; 0.0, lineNumber=266, susp=0.0890870806374748]
2019-04-16 06:31:53,732 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{setIEEEFlagsBits(I)V 0.0, lineNumber=328, susp=0.0890870806374748]
2019-04-16 06:31:53,733 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{setIEEEFlagsBits(I)V 0.0, lineNumber=329, susp=0.0890870806374748]
2019-04-16 06:31:53,736 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=522, susp=0.0890870806374748]
2019-04-16 06:31:53,739 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=523, susp=0.0890870806374748]
2019-04-16 06:31:53,742 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=524, susp=0.0890870806374748]
2019-04-16 06:31:53,745 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=525, susp=0.0890870806374748]
2019-04-16 06:31:53,748 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=527, susp=0.0890870806374748]
2019-04-16 06:31:53,752 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=529, susp=0.0890870806374748]
2019-04-16 06:31:53,755 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=530, susp=0.0890870806374748]
2019-04-16 06:31:53,761 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=533, susp=0.0890870806374748]
2019-04-16 06:31:53,767 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=537, susp=0.0890870806374748]
2019-04-16 06:31:53,770 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=538, susp=0.0890870806374748]
2019-04-16 06:31:53,776 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=542, susp=0.0890870806374748]
2019-04-16 06:31:53,779 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=543, susp=0.0890870806374748]
2019-04-16 06:31:53,785 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=547, susp=0.0890870806374748]
2019-04-16 06:31:53,788 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=551, susp=0.0890870806374748]
2019-04-16 06:31:53,792 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=553, susp=0.0890870806374748]
2019-04-16 06:31:53,795 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=554, susp=0.0890870806374748]
2019-04-16 06:31:53,801 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=556, susp=0.0890870806374748]
2019-04-16 06:31:53,804 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=560, susp=0.0890870806374748]
2019-04-16 06:31:53,807 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{split(Ljava/lang/String;)[Lorg/apache/commons/math/dfp/Dfp; 0.0, lineNumber=562, susp=0.0890870806374748]
2019-04-16 06:31:53,812 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.dfp.DfpField, methodName=org.apache.commons.math.dfp.DfpField{computeStringConstants(I)V 0.0, lineNumber=593, susp=0.0890870806374748]
2019-04-16 06:31:53,814 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=168, susp=0.0890870806374748]
2019-04-16 06:31:53,815 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=169, susp=0.0890870806374748]
2019-04-16 06:31:53,817 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=170, susp=0.0890870806374748]
2019-04-16 06:31:53,819 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=172, susp=0.0890870806374748]
2019-04-16 06:31:53,820 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=173, susp=0.0890870806374748]
2019-04-16 06:31:53,821 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=174, susp=0.0890870806374748]
2019-04-16 06:31:53,823 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=175, susp=0.0890870806374748]
2019-04-16 06:31:53,824 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=176, susp=0.0890870806374748]
2019-04-16 06:31:53,825 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=177, susp=0.0890870806374748]
2019-04-16 06:31:53,828 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=179, susp=0.0890870806374748]
2019-04-16 06:31:53,829 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=180, susp=0.0890870806374748]
2019-04-16 06:31:53,831 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=183, susp=0.0890870806374748]
2019-04-16 06:31:53,833 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=187, susp=0.0890870806374748]
2019-04-16 06:31:53,834 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=188, susp=0.0890870806374748]
2019-04-16 06:31:53,836 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=189, susp=0.0890870806374748]
2019-04-16 06:31:53,837 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=190, susp=0.0890870806374748]
2019-04-16 06:31:53,838 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=191, susp=0.0890870806374748]
2019-04-16 06:31:53,839 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=192, susp=0.0890870806374748]
2019-04-16 06:31:53,842 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=194, susp=0.0890870806374748]
2019-04-16 06:31:53,844 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=195, susp=0.0890870806374748]
2019-04-16 06:31:53,845 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=199, susp=0.0890870806374748]
2019-04-16 06:31:53,845 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed([I)V 0.0, lineNumber=201, susp=0.0890870806374748]
2019-04-16 06:31:53,846 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed(I)V 0.0, lineNumber=144, susp=0.08638684255813601]
2019-04-16 06:31:53,848 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed(I)V 0.0, lineNumber=145, susp=0.08638684255813601]
2019-04-16 06:31:53,902 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed(I)V 0.0, lineNumber=146, susp=0.08638684255813601]
2019-04-16 06:31:53,903 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed(I)V 0.0, lineNumber=149, susp=0.08638684255813601]
2019-04-16 06:31:53,905 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed(I)V 0.0, lineNumber=150, susp=0.08638684255813601]
2019-04-16 06:31:53,905 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.MersenneTwister, methodName=org.apache.commons.math.random.MersenneTwister{setSeed(I)V 0.0, lineNumber=152, susp=0.08638684255813601]
2019-04-16 06:31:53,907 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.complex.Complex, methodName=org.apache.commons.math.complex.Complex{createComplex(DD)Lorg/apache/commons/math/complex/Complex; 0.0, lineNumber=997, susp=0.08451542547285165]
2019-04-16 06:31:53,908 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.complex.Complex, methodName=org.apache.commons.math.complex.Complex{getReal()D 0.0, lineNumber=308, susp=0.06967330142916177]
2019-04-16 06:31:53,910 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.complex.Complex, methodName=org.apache.commons.math.complex.Complex{getImaginary()D 0.0, lineNumber=299, susp=0.06933752452815364]
2019-04-16 06:31:53,952 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.util.FastMath, methodName=org.apache.commons.math.util.FastMath{max(II)I 0.0, lineNumber=3882, susp=0.04845015831115092]
2019-04-16 06:31:53,966 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.util.MathUtils, methodName=org.apache.commons.math.util.MathUtils{checkNotNull(Ljava/lang/Object;)V 0.0, lineNumber=2334, susp=0.03220783132004154]
2019-04-16 06:31:53,974 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{addValue(D)V 0.0, lineNumber=149, susp=0.0]
2019-04-16 06:31:53,976 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{addValue(D)V 0.0, lineNumber=150, susp=0.0]
2019-04-16 06:31:53,978 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{addValue(D)V 0.0, lineNumber=151, susp=0.0]
2019-04-16 06:31:53,979 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{addValue(D)V 0.0, lineNumber=152, susp=0.0]
2019-04-16 06:31:53,981 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{addValue(D)V 0.0, lineNumber=153, susp=0.0]
2019-04-16 06:31:53,983 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{addValue(D)V 0.0, lineNumber=154, susp=0.0]
2019-04-16 06:31:53,990 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{addValue(D)V 0.0, lineNumber=166, susp=0.0]
2019-04-16 06:31:53,991 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{addValue(D)V 0.0, lineNumber=167, susp=0.0]
2019-04-16 06:31:53,992 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{getN()J 0.0, lineNumber=174, susp=0.0]
2019-04-16 06:31:53,996 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{getMean()D 0.0, lineNumber=205, susp=0.0]
2019-04-16 06:31:53,998 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{getStandardDeviation()D 0.0, lineNumber=219, susp=0.0]
2019-04-16 06:31:54,003 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{getStandardDeviation()D 0.0, lineNumber=222, susp=0.0]
2019-04-16 06:31:54,005 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{getStandardDeviation()D 0.0, lineNumber=227, susp=0.0]
2019-04-16 06:31:54,008 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{getVariance()D 0.0, lineNumber=239, susp=0.0]
2019-04-16 06:31:54,010 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{clear()V 0.0, lineNumber=334, susp=0.0]
2019-04-16 06:31:54,011 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{clear()V 0.0, lineNumber=335, susp=0.0]
2019-04-16 06:31:54,013 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{clear()V 0.0, lineNumber=336, susp=0.0]
2019-04-16 06:31:54,015 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{clear()V 0.0, lineNumber=337, susp=0.0]
2019-04-16 06:31:54,016 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{clear()V 0.0, lineNumber=338, susp=0.0]
2019-04-16 06:31:54,018 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{clear()V 0.0, lineNumber=339, susp=0.0]
2019-04-16 06:31:54,020 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.descriptive.SummaryStatistics, methodName=org.apache.commons.math.stat.descriptive.SummaryStatistics{clear()V 0.0, lineNumber=340, susp=0.0]
