2019-04-17 06:28:20,519 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jmutrepair  -scope  global  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  /home/jan_gerling/astor/defect4j_tests/math_51/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-17 06:28:21,330 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_51//bin//default from 285 classes with test cases
2019-04-17 06:28:21,331 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-17 06:28:22,000 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./outputMutation/AstorMain-math_51//bin//default, /home/jan_gerling/astor/./examples/libs/junit-4.4.jar]
2019-04-17 06:30:35,398 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest#testIssue631
2019-04-17 06:30:35,402 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.util.FastMathTest#checkMissingFastMathClasses
2019-04-17 06:30:35,409 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:2941, fails: 2, GZoltar suspicious 24199
2019-04-17 06:30:35,421 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 2 with susp > 0.5, we consider: 2
2019-04-17 06:30:35,430 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_51//src//default, compliance level: 8
2019-04-17 06:30:44,753 INFO main - 
---- Initial suspicious size: 0
2019-04-17 06:30:44,783 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 137, file MathException.java
2019-04-17 06:30:44,811 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 69, file Sigmoid.java
2019-04-17 06:30:44,811 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 140, file Sigmoid.java
2019-04-17 06:30:44,811 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 143, file Sigmoid.java
2019-04-17 06:30:44,814 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 53, file StepFunction.java
2019-04-17 06:30:44,814 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 57, file StepFunction.java
2019-04-17 06:30:44,814 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 61, file StepFunction.java
2019-04-17 06:30:44,815 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 78, file StepFunction.java
2019-04-17 06:30:44,815 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 75, file StepFunction.java
2019-04-17 06:30:44,818 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 180, file LegendreGaussIntegrator.java
2019-04-17 06:30:44,819 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 81, file RombergIntegrator.java
2019-04-17 06:30:44,819 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 78, file RombergIntegrator.java
2019-04-17 06:30:44,819 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 96, file RombergIntegrator.java
2019-04-17 06:30:44,820 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 56, file SimpsonIntegrator.java
2019-04-17 06:30:44,821 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 71, file SimpsonIntegrator.java
2019-04-17 06:30:44,821 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 67, file SimpsonIntegrator.java
2019-04-17 06:30:44,821 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 87, file SimpsonIntegrator.java
2019-04-17 06:30:44,822 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 69, file TrapezoidIntegrator.java
2019-04-17 06:30:44,823 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 102, file TrapezoidIntegrator.java
2019-04-17 06:30:44,823 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 98, file TrapezoidIntegrator.java
2019-04-17 06:30:44,823 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 117, file TrapezoidIntegrator.java
2019-04-17 06:30:44,824 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 102, file UnivariateRealIntegratorImpl.java
2019-04-17 06:30:44,824 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 153, file UnivariateRealIntegratorImpl.java
2019-04-17 06:30:44,825 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 166, file UnivariateRealIntegratorImpl.java
2019-04-17 06:30:44,825 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 190, file UnivariateRealIntegratorImpl.java
2019-04-17 06:30:44,826 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 378, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,826 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 381, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,827 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 419, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,827 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 429, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,827 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 439, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,827 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 449, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,828 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 459, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,830 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 101, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,830 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 104, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,831 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 107, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,831 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 110, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,831 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 113, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,832 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 128, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,832 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 131, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,832 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 134, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,833 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 137, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,833 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 160, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,833 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 164, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,833 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 226, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,834 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 231, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,834 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 235, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,834 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 273, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,834 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 279, file BicubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,835 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 39, file BicubicSplineInterpolator.java
2019-04-17 06:30:44,835 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 42, file BicubicSplineInterpolator.java
2019-04-17 06:30:44,835 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 58, file BicubicSplineInterpolator.java
2019-04-17 06:30:44,837 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 44, file LinearInterpolator.java
2019-04-17 06:30:44,837 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 48, file LinearInterpolator.java
2019-04-17 06:30:44,839 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 146, file LoessInterpolator.java
2019-04-17 06:30:44,839 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 151, file LoessInterpolator.java
2019-04-17 06:30:44,839 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 205, file LoessInterpolator.java
2019-04-17 06:30:44,839 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 211, file LoessInterpolator.java
2019-04-17 06:30:44,840 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 221, file LoessInterpolator.java
2019-04-17 06:30:44,840 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 225, file LoessInterpolator.java
2019-04-17 06:30:44,840 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 231, file LoessInterpolator.java
2019-04-17 06:30:44,840 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 256, file LoessInterpolator.java
2019-04-17 06:30:44,841 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 266, file LoessInterpolator.java
2019-04-17 06:30:44,841 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 304, file LoessInterpolator.java
2019-04-17 06:30:44,842 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 318, file LoessInterpolator.java
2019-04-17 06:30:44,842 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 331, file LoessInterpolator.java
2019-04-17 06:30:44,843 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 337, file LoessInterpolator.java
2019-04-17 06:30:44,843 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 367, file LoessInterpolator.java
2019-04-17 06:30:44,843 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 401, file LoessInterpolator.java
2019-04-17 06:30:44,843 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 434, file LoessInterpolator.java
2019-04-17 06:30:44,845 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 104, file MicrosphereInterpolatingFunction.java
2019-04-17 06:30:44,845 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 151, file MicrosphereInterpolatingFunction.java
2019-04-17 06:30:44,845 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 155, file MicrosphereInterpolatingFunction.java
2019-04-17 06:30:44,845 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 158, file MicrosphereInterpolatingFunction.java
2019-04-17 06:30:44,845 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 161, file MicrosphereInterpolatingFunction.java
2019-04-17 06:30:44,846 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 172, file MicrosphereInterpolatingFunction.java
2019-04-17 06:30:44,846 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 175, file MicrosphereInterpolatingFunction.java
2019-04-17 06:30:44,846 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 209, file MicrosphereInterpolatingFunction.java
2019-04-17 06:30:44,846 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 228, file MicrosphereInterpolatingFunction.java
2019-04-17 06:30:44,847 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 72, file MicrosphereInterpolator.java
2019-04-17 06:30:44,847 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 75, file MicrosphereInterpolator.java
2019-04-17 06:30:44,849 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 74, file SmoothingPolynomialBicubicSplineInterpolator.java
2019-04-17 06:30:44,849 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 77, file SmoothingPolynomialBicubicSplineInterpolator.java
2019-04-17 06:30:44,849 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 85, file SmoothingPolynomialBicubicSplineInterpolator.java
2019-04-17 06:30:44,850 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 68, file SplineInterpolator.java
2019-04-17 06:30:44,850 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 72, file SplineInterpolator.java
2019-04-17 06:30:44,851 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 450, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,851 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 453, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,851 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 456, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,858 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 160, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,858 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 163, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,859 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 166, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,859 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 169, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,859 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 172, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,859 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 175, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,860 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 178, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,860 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 181, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,860 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 184, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,861 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 202, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,861 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 205, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,861 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 208, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,862 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 211, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,863 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 214, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,863 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 217, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,863 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 220, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,864 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 223, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,864 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 229, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,865 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 232, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,865 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 235, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,866 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 238, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,866 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 241, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,867 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 244, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,867 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 247, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,868 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 250, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,868 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 311, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,868 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 315, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,869 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 319, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,869 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 338, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,869 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 344, file TricubicSplineInterpolatingFunction.java
2019-04-17 06:30:44,870 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 38, file TricubicSplineInterpolator.java
2019-04-17 06:30:44,870 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 41, file TricubicSplineInterpolator.java
2019-04-17 06:30:44,871 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 59, file TricubicSplineInterpolator.java
2019-04-17 06:30:44,871 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 64, file TricubicSplineInterpolator.java
2019-04-17 06:30:44,872 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 84, file UnivariateRealPeriodicInterpolator.java
2019-04-17 06:30:44,875 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 70, file PolynomialFunction.java
2019-04-17 06:30:44,875 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 181, file PolynomialFunction.java
2019-04-17 06:30:44,876 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 242, file PolynomialFunction.java
2019-04-17 06:30:44,876 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 289, file PolynomialFunction.java
2019-04-17 06:30:44,876 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 288, file PolynomialFunction.java
2019-04-17 06:30:44,876 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 299, file PolynomialFunction.java
2019-04-17 06:30:44,877 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 305, file PolynomialFunction.java
2019-04-17 06:30:44,877 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 298, file PolynomialFunction.java
2019-04-17 06:30:44,877 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 311, file PolynomialFunction.java
2019-04-17 06:30:44,877 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 317, file PolynomialFunction.java
2019-04-17 06:30:44,878 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 297, file PolynomialFunction.java
2019-04-17 06:30:44,878 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 335, file PolynomialFunction.java
2019-04-17 06:30:44,878 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 354, file PolynomialFunction.java
2019-04-17 06:30:44,878 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 357, file PolynomialFunction.java
2019-04-17 06:30:44,879 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 361, file PolynomialFunction.java
2019-04-17 06:30:44,881 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 78, file PolynomialFunctionLagrangeForm.java
2019-04-17 06:30:44,881 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 147, file PolynomialFunctionLagrangeForm.java
2019-04-17 06:30:44,881 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 172, file PolynomialFunctionLagrangeForm.java
2019-04-17 06:30:44,882 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 216, file PolynomialFunctionLagrangeForm.java
2019-04-17 06:30:44,882 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 236, file PolynomialFunctionLagrangeForm.java
2019-04-17 06:30:44,882 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 276, file PolynomialFunctionLagrangeForm.java
2019-04-17 06:30:44,883 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 314, file PolynomialFunctionLagrangeForm.java
2019-04-17 06:30:44,883 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 317, file PolynomialFunctionLagrangeForm.java
2019-04-17 06:30:44,884 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 140, file PolynomialFunctionNewtonForm.java
2019-04-17 06:30:44,885 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 215, file PolynomialFunctionNewtonForm.java
2019-04-17 06:30:44,885 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 219, file PolynomialFunctionNewtonForm.java
2019-04-17 06:30:44,886 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 101, file PolynomialSplineFunction.java
2019-04-17 06:30:44,886 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 105, file PolynomialSplineFunction.java
2019-04-17 06:30:44,887 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 109, file PolynomialSplineFunction.java
2019-04-17 06:30:44,887 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 133, file PolynomialSplineFunction.java
2019-04-17 06:30:44,887 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 137, file PolynomialSplineFunction.java
2019-04-17 06:30:44,887 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 143, file PolynomialSplineFunction.java
2019-04-17 06:30:44,888 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 199, file PolynomialsUtils.java
2019-04-17 06:30:44,892 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 138, file BaseSecantSolver.java
2019-04-17 06:30:44,892 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 141, file BaseSecantSolver.java
2019-04-17 06:30:44,893 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 166, file BaseSecantSolver.java
2019-04-17 06:30:44,893 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 171, file BaseSecantSolver.java
2019-04-17 06:30:44,893 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 203, file BaseSecantSolver.java
2019-04-17 06:30:44,894 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 208, file BaseSecantSolver.java
2019-04-17 06:30:44,894 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 213, file BaseSecantSolver.java
2019-04-17 06:30:44,895 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 218, file BaseSecantSolver.java
2019-04-17 06:30:44,895 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 198, file BaseSecantSolver.java
2019-04-17 06:30:44,896 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 229, file BaseSecantSolver.java
2019-04-17 06:30:44,896 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 76, file BisectionSolver.java
