2019-04-17 08:13:23,219 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jkali  -scope  local  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  /home/jan_gerling/astor/defect4j_tests/math_51/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-17 08:13:35,527 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_51//bin//default from 285 classes with test cases
2019-04-17 08:13:35,529 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-17 08:13:36,168 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./outputMutation/AstorMain-math_51//bin//default, /home/jan_gerling/astor/./examples/libs/junit-4.4.jar]
2019-04-17 08:15:38,579 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest#testIssue631
2019-04-17 08:15:38,582 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.util.FastMathTest#checkMissingFastMathClasses
2019-04-17 08:15:38,591 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:2941, fails: 2, GZoltar suspicious 24199
2019-04-17 08:15:38,603 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 2 with susp > 0.5, we consider: 2
2019-04-17 08:15:38,613 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_51//src//default, compliance level: 8
2019-04-17 08:15:48,299 INFO main - 
---- Initial suspicious size: 0
2019-04-17 08:15:48,328 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 48, file MathConfigurationException.java
2019-04-17 08:15:48,340 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 172, file MathException.java
2019-04-17 08:15:48,341 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 174, file MathException.java
2019-04-17 08:15:48,341 INFO main - --ModificationPoint:CtSynchronizedImpl, suspValue 0.0, line 170, file MathException.java
2019-04-17 08:15:48,359 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 67, file MathRuntimeException.java
2019-04-17 08:15:48,359 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 68, file MathRuntimeException.java
2019-04-17 08:15:48,360 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 80, file MathRuntimeException.java
2019-04-17 08:15:48,360 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 81, file MathRuntimeException.java
2019-04-17 08:15:48,361 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 97, file MathRuntimeException.java
2019-04-17 08:15:48,361 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 98, file MathRuntimeException.java
2019-04-17 08:15:48,361 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 104, file MathRuntimeException.java
2019-04-17 08:15:48,362 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 132, file MathRuntimeException.java
2019-04-17 08:15:48,362 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 143, file MathRuntimeException.java
2019-04-17 08:15:48,363 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 142, file MathRuntimeException.java
2019-04-17 08:15:48,363 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 145, file MathRuntimeException.java
2019-04-17 08:15:48,363 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 151, file MathRuntimeException.java
2019-04-17 08:15:48,364 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 157, file MathRuntimeException.java
2019-04-17 08:15:48,364 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 165, file MathRuntimeException.java
2019-04-17 08:15:48,364 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 176, file MathRuntimeException.java
2019-04-17 08:15:48,365 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 177, file MathRuntimeException.java
2019-04-17 08:15:48,365 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 179, file MathRuntimeException.java
2019-04-17 08:15:48,366 INFO main - --ModificationPoint:CtSynchronizedImpl, suspValue 0.0, line 175, file MathRuntimeException.java
2019-04-17 08:15:48,475 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 201, file MathRuntimeException.java
2019-04-17 08:15:48,581 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 207, file MathRuntimeException.java
2019-04-17 08:15:48,582 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 193, file MathRuntimeException.java
2019-04-17 08:15:48,688 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 231, file MathRuntimeException.java
2019-04-17 08:15:48,794 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 237, file MathRuntimeException.java
2019-04-17 08:15:48,794 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 223, file MathRuntimeException.java
2019-04-17 08:15:48,832 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 261, file MathRuntimeException.java
2019-04-17 08:15:48,834 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 267, file MathRuntimeException.java
2019-04-17 08:15:48,834 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 253, file MathRuntimeException.java
2019-04-17 08:15:48,834 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 285, file MathRuntimeException.java
2019-04-17 08:15:48,835 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 286, file MathRuntimeException.java
2019-04-17 08:15:48,835 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 287, file MathRuntimeException.java
2019-04-17 08:15:48,837 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 308, file MathRuntimeException.java
2019-04-17 08:15:48,839 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 314, file MathRuntimeException.java
2019-04-17 08:15:48,840 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 300, file MathRuntimeException.java
2019-04-17 08:15:48,840 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 328, file MathRuntimeException.java
2019-04-17 08:15:48,840 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 329, file MathRuntimeException.java
2019-04-17 08:15:48,841 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 330, file MathRuntimeException.java
2019-04-17 08:15:48,843 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 351, file MathRuntimeException.java
2019-04-17 08:15:48,845 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 357, file MathRuntimeException.java
2019-04-17 08:15:48,845 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 343, file MathRuntimeException.java
2019-04-17 08:15:48,847 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 381, file MathRuntimeException.java
2019-04-17 08:15:48,849 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 387, file MathRuntimeException.java
2019-04-17 08:15:48,849 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 373, file MathRuntimeException.java
2019-04-17 08:15:48,851 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 411, file MathRuntimeException.java
2019-04-17 08:15:48,853 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 417, file MathRuntimeException.java
2019-04-17 08:15:48,853 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 403, file MathRuntimeException.java
2019-04-17 08:15:48,855 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 444, file MathRuntimeException.java
2019-04-17 08:15:48,857 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 450, file MathRuntimeException.java
2019-04-17 08:15:48,857 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 436, file MathRuntimeException.java
2019-04-17 08:15:48,857 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 462, file MathRuntimeException.java
2019-04-17 08:15:48,859 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 472, file MathRuntimeException.java
2019-04-17 08:15:48,861 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 478, file MathRuntimeException.java
2019-04-17 08:15:48,861 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 464, file MathRuntimeException.java
2019-04-17 08:15:48,863 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 44, file MaxEvaluationsExceededException.java
2019-04-17 08:15:48,863 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 58, file MaxEvaluationsExceededException.java
2019-04-17 08:15:48,863 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 65, file MaxEvaluationsExceededException.java
2019-04-17 08:15:48,868 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 44, file FunctionUtils.java
2019-04-17 08:15:48,869 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 46, file FunctionUtils.java
2019-04-17 08:15:48,869 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 45, file FunctionUtils.java
2019-04-17 08:15:48,869 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 48, file FunctionUtils.java
2019-04-17 08:15:48,869 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 41, file FunctionUtils.java
2019-04-17 08:15:48,869 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 63, file FunctionUtils.java
2019-04-17 08:15:48,869 INFO main - --ModificationPoint:CtOperatorAssignmentImpl, suspValue 0.0, line 65, file FunctionUtils.java
2019-04-17 08:15:48,869 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 64, file FunctionUtils.java
2019-04-17 08:15:48,869 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 60, file FunctionUtils.java
2019-04-17 08:15:48,870 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 82, file FunctionUtils.java
2019-04-17 08:15:48,870 INFO main - --ModificationPoint:CtOperatorAssignmentImpl, suspValue 0.0, line 84, file FunctionUtils.java
2019-04-17 08:15:48,870 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 83, file FunctionUtils.java
2019-04-17 08:15:48,870 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 79, file FunctionUtils.java
2019-04-17 08:15:48,870 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 105, file FunctionUtils.java
2019-04-17 08:15:48,870 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 102, file FunctionUtils.java
2019-04-17 08:15:48,870 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 124, file FunctionUtils.java
2019-04-17 08:15:48,870 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 126, file FunctionUtils.java
2019-04-17 08:15:48,870 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 125, file FunctionUtils.java
2019-04-17 08:15:48,871 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 128, file FunctionUtils.java
2019-04-17 08:15:48,871 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 121, file FunctionUtils.java
2019-04-17 08:15:48,871 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 142, file FunctionUtils.java
2019-04-17 08:15:48,871 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 157, file FunctionUtils.java
2019-04-17 08:15:48,871 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 154, file FunctionUtils.java
2019-04-17 08:15:48,871 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 173, file FunctionUtils.java
2019-04-17 08:15:48,871 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 170, file FunctionUtils.java
2019-04-17 08:15:48,872 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Abs.java
2019-04-17 08:15:48,873 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Acos.java
2019-04-17 08:15:48,874 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Acosh.java
2019-04-17 08:15:48,875 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 31, file Add.java
2019-04-17 08:15:48,876 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Asin.java
2019-04-17 08:15:48,877 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Asinh.java
2019-04-17 08:15:48,878 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Atan.java
2019-04-17 08:15:48,879 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Atan2.java
2019-04-17 08:15:48,880 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Atanh.java
2019-04-17 08:15:48,882 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Cbrt.java
2019-04-17 08:15:48,883 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Ceil.java
2019-04-17 08:15:48,883 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 36, file Constant.java
2019-04-17 08:15:48,884 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 41, file Constant.java
2019-04-17 08:15:48,884 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Cos.java
2019-04-17 08:15:48,885 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Cosh.java
2019-04-17 08:15:48,886 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 31, file Divide.java
2019-04-17 08:15:48,887 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Exp.java
2019-04-17 08:15:48,888 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Expm1.java
2019-04-17 08:15:48,889 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Floor.java
2019-04-17 08:15:48,896 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 55, file Gaussian.java
2019-04-17 08:15:48,896 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 54, file Gaussian.java
2019-04-17 08:15:48,897 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 58, file Gaussian.java
2019-04-17 08:15:48,897 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 59, file Gaussian.java
2019-04-17 08:15:48,897 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 60, file Gaussian.java
2019-04-17 08:15:48,897 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 72, file Gaussian.java
2019-04-17 08:15:48,898 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 79, file Gaussian.java
2019-04-17 08:15:48,898 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 84, file Gaussian.java
2019-04-17 08:15:48,898 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 92, file Gaussian.java
2019-04-17 08:15:48,898 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 93, file Gaussian.java
2019-04-17 08:15:48,898 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 97, file Gaussian.java
2019-04-17 08:15:48,898 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 99, file Gaussian.java
2019-04-17 08:15:48,898 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 95, file Gaussian.java
2019-04-17 08:15:48,898 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 89, file Gaussian.java
2019-04-17 08:15:48,898 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 127, file Gaussian.java
2019-04-17 08:15:48,898 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 129, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 130, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 131, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 149, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 151, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 152, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 153, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 154, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 156, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 157, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 158, file Gaussian.java
2019-04-17 08:15:48,899 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 160, file Gaussian.java
2019-04-17 08:15:48,900 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 176, file Gaussian.java
2019-04-17 08:15:48,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 175, file Gaussian.java
2019-04-17 08:15:48,900 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 179, file Gaussian.java
2019-04-17 08:15:48,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 178, file Gaussian.java
2019-04-17 08:15:48,900 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 182, file Gaussian.java
2019-04-17 08:15:48,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 181, file Gaussian.java
2019-04-17 08:15:48,900 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 196, file Gaussian.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 52, file HarmonicOscillator.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 53, file HarmonicOscillator.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 54, file HarmonicOscillator.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 59, file HarmonicOscillator.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 67, file HarmonicOscillator.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 64, file HarmonicOscillator.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 93, file HarmonicOscillator.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 94, file HarmonicOscillator.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 111, file HarmonicOscillator.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 113, file HarmonicOscillator.java
2019-04-17 08:15:48,905 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 114, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 115, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 117, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 118, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 119, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 120, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 122, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 137, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 136, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 140, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 139, file HarmonicOscillator.java
2019-04-17 08:15:48,906 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 152, file HarmonicOscillator.java
2019-04-17 08:15:48,907 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 31, file Identity.java
2019-04-17 08:15:48,907 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 31, file Inverse.java
2019-04-17 08:15:48,908 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Log.java
2019-04-17 08:15:48,908 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Log10.java
2019-04-17 08:15:48,909 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 32, file Log1p.java
2019-04-17 08:15:48,916 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 69, file Logistic.java
2019-04-17 08:15:48,916 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 68, file Logistic.java
2019-04-17 08:15:48,916 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 72, file Logistic.java
2019-04-17 08:15:48,917 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 73, file Logistic.java
2019-04-17 08:15:48,917 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 74, file Logistic.java
2019-04-17 08:15:48,917 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 75, file Logistic.java
2019-04-17 08:15:48,917 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 76, file Logistic.java
2019-04-17 08:15:48,917 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 77, file Logistic.java
2019-04-17 08:15:48,918 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 82, file Logistic.java
2019-04-17 08:15:48,918 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 90, file Logistic.java
2019-04-17 08:15:48,918 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 93, file Logistic.java
2019-04-17 08:15:48,918 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 91, file Logistic.java
2019-04-17 08:15:48,918 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 95, file Logistic.java
2019-04-17 08:15:48,918 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 96, file Logistic.java
